word,translation,pos,category,level,frequency,source
commission,委员会,noun/verb,academic,8,50,AWL
commissioned,委任,verb,academic,8,50,AWL
commissioner,委员,noun,academic,8,50,AWL
community,社区,noun,academic,8,50,AWL
communities,社区,noun,academic,8,50,AWL
complex,复杂的,adjective/noun,academic,8,50,AWL
complexity,复杂性,noun,academic,8,50,AWL
compute,计算,verb,academic,8,50,AWL
computed,计算,verb,academic,8,50,AWL
computer,计算机,noun,academic,8,50,AWL
computing,计算,noun,academic,8,50,AWL
computational,计算的,adjective,academic,8,50,AWL
conclude,结论,verb,academic,8,50,AWL
concluded,结论,verb,academic,8,50,AWL
concludes,结论,verb,academic,8,50,AWL
concluding,结论,verb,academic,8,50,AWL
conclusion,结论,noun,academic,8,50,AWL
conclusions,结论,noun,academic,8,50,AWL
conduct,进行,verb/noun,academic,8,50,AWL
conducted,进行,verb,academic,8,50,AWL
conducting,进行,verb,academic,8,50,AWL
conducts,进行,verb,academic,8,50,AWL
consequence,后果,noun,academic,8,50,AWL
consequences,后果,noun,academic,8,50,AWL
consequent,随之而来的,adjective,academic,8,50,AWL
consequently,因此,adverb,academic,8,50,AWL
construct,构建,verb,academic,8,50,AWL
constructed,构建,verb,academic,8,50,AWL
constructing,构建,verb,academic,8,50,AWL
construction,建造,noun,academic,8,50,AWL
reconstruct,重建,verb,academic,8,50,AWL
reconstruction,重建,noun,academic,8,50,AWL
consume,消费,verb,academic,8,50,AWL
consumed,消费,verb,academic,8,50,AWL
consumes,消费,verb,academic,8,50,AWL
consuming,消费,verb,academic,8,50,AWL
consumer,消费者,noun,academic,8,50,AWL
consumption,消费,noun,academic,8,50,AWL
credit,信用,noun/verb,academic,8,50,AWL
credited,归功于,verb,academic,8,50,AWL
credits,学分,noun,academic,8,50,AWL
creditor,债权人,noun,academic,8,50,AWL
culture,文化,noun,academic,8,50,AWL
cultures,文化,noun,academic,8,50,AWL
cultural,文化的,adjective,academic,8,50,AWL
culturally,文化上,adverb,academic,8,50,AWL
design,设计,noun/verb,academic,8,50,AWL
designed,设计,verb,academic,8,50,AWL
designer,设计师,noun,academic,8,50,AWL
designs,设计,noun,academic,8,50,AWL
distinct,明显的,adjective,academic,8,50,AWL
distinction,区别,noun,academic,8,50,AWL
distinctive,独特的,adjective,academic,8,50,AWL
distinctly,明显地,adverb,academic,8,50,AWL
element,元素,noun,academic,8,50,AWL
elements,元素,noun,academic,8,50,AWL
equate,等同,verb,academic,8,50,AWL
equated,等同,verb,academic,8,50,AWL
equation,方程,noun,academic,8,50,AWL
evaluate,评估,verb,academic,8,50,AWL
evaluated,评估,verb,academic,8,50,AWL
evaluation,评估,noun,academic,8,50,AWL
evaluative,评估的,adjective,academic,8,50,AWL
feature,特征,noun/verb,academic,8,50,AWL
features,特征,noun,academic,8,50,AWL
featured,以...为特色,verb,academic,8,50,AWL
final,最终的,adjective/noun,academic,8,50,AWL
finally,最终,adverb,academic,8,50,AWL
finals,决赛,noun,academic,8,50,AWL
finalise,最终确定,verb,academic,8,50,AWL
focus,焦点,noun/verb,academic,8,50,AWL
focused,专注的,adjective,academic,8,50,AWL
focuses,焦点,noun/verb,academic,8,50,AWL
focusing,集中,verb,academic,8,50,AWL
impact,影响,noun/verb,academic,8,50,AWL
impacted,影响,verb,academic,8,50,AWL
impacts,影响,noun/verb,academic,8,50,AWL
injure,伤害,verb,academic,8,50,AWL
injured,受伤的,adjective,academic,8,50,AWL
injuries,伤害,noun,academic,8,50,AWL
injury,伤害,noun,academic,8,50,AWL
institute,机构,noun/verb,academic,8,50,AWL
institution,机构,noun,academic,8,50,AWL
institutional,机构的,adjective,academic,8,50,AWL
invest,投资,verb,academic,8,50,AWL
invested,投资,verb,academic,8,50,AWL
investing,投资,verb,academic,8,50,AWL
investment,投资,noun,academic,8,50,AWL
investor,投资者,noun,academic,8,50,AWL
item,项目,noun,academic,8,50,AWL
items,项目,noun,academic,8,50,AWL
journal,期刊,noun,academic,8,50,AWL
journals,期刊,noun,academic,8,50,AWL
maintain,维持,verb,academic,8,50,AWL
maintained,维持,verb,academic,8,50,AWL
maintains,维持,verb,academic,8,50,AWL
maintenance,维护,noun,academic,8,50,AWL
measure,测量,verb/noun,academic,8,50,AWL
measured,测量,verb,academic,8,50,AWL
measurement,测量,noun,academic,8,50,AWL
measures,措施,noun,academic,8,50,AWL
obtain,获得,verb,academic,8,50,AWL
obtained,获得,verb,academic,8,50,AWL
obtains,获得,verb,academic,8,50,AWL
obtainable,可获得的,adjective,academic,8,50,AWL
participate,参与,verb,academic,8,50,AWL
participated,参与,verb,academic,8,50,AWL
participating,参与,verb,academic,8,50,AWL
participation,参与,noun,academic,8,50,AWL
participant,参与者,noun,academic,8,50,AWL
perceive,感知,verb,academic,8,50,AWL
perceived,感知,verb,academic,8,50,AWL
perception,感知,noun,academic,8,50,AWL
positive,积极的,adjective,academic,8,50,AWL
positively,积极地,adverb,academic,8,50,AWL
potential,潜在的,adjective/noun,academic,8,50,AWL
potentially,潜在地,adverb,academic,8,50,AWL
previous,以前的,adjective,academic,8,50,AWL
previously,先前,adverb,academic,8,50,AWL
primary,主要的,adjective,academic,8,50,AWL
primarily,主要地,adverb,academic,8,50,AWL
purchase,购买,verb/noun,academic,8,50,AWL
purchased,购买,verb,academic,8,50,AWL
purchaser,购买者,noun,academic,8,50,AWL
range,范围,noun/verb,academic,8,50,AWL
ranged,排列,verb,academic,8,50,AWL
ranges,范围,noun,academic,8,50,AWL
ranging,变化,verb,academic,8,50,AWL
region,地区,noun,academic,8,50,AWL
regions,地区,noun,academic,8,50,AWL
regional,地区的,adjective,academic,8,50,AWL
regulate,调节,verb,academic,8,50,AWL
regulated,调节,verb,academic,8,50,AWL
regulates,调节,verb,academic,8,50,AWL
regulating,调节,verb,academic,8,50,AWL
regulation,规章,noun,academic,8,50,AWL
regulations,法规,noun,academic,8,50,AWL
regulatory,管理的,adjective,academic,8,50,AWL
regulator,调节器,noun,academic,8,50,AWL
deregulation,放松管制,noun,academic,8,50,AWL
relevant,相关的,adjective,academic,8,50,AWL
relevance,相关性,noun,academic,8,50,AWL
irrelevant,不相关的,adjective,academic,8,50,AWL
resource,资源,noun,academic,8,50,AWL
resources,资源,noun,academic,8,50,AWL
resourced,提供资源,verb,academic,8,50,AWL
resourcing,资源配置,noun,academic,8,50,AWL
restrict,限制,verb,academic,8,50,AWL
restricted,受限制的,verb/adjective,academic,8,50,AWL
restricting,限制,verb,academic,8,50,AWL
restriction,限制,noun,academic,8,50,AWL
restrictions,限制,noun,academic,8,50,AWL
restrictive,限制性的,adjective,academic,8,50,AWL
secure,安全的,adjective/verb,academic,8,50,AWL
secured,保护,verb,academic,8,50,AWL
securities,证券,noun,academic,8,50,AWL
security,安全,noun,academic,8,50,AWL
seek,寻找,verb,academic,8,50,AWL
seeks,寻找,verb,academic,8,50,AWL
seeking,寻找,verb,academic,8,50,AWL
sought,寻找,verb,academic,8,50,AWL
select,选择,verb,academic,8,50,AWL
selected,选择的,verb/adjective,academic,8,50,AWL
selecting,选择,verb,academic,8,50,AWL
selection,选择,noun,academic,8,50,AWL
selective,选择性的,adjective,academic,8,50,AWL
site,地点,noun,academic,8,50,AWL
sites,地点,noun,academic,8,50,AWL
strategy,策略,noun,academic,8,50,AWL
strategies,策略,noun,academic,8,50,AWL
strategic,战略的,adjective,academic,8,50,AWL
strategically,战略上,adverb,academic,8,50,AWL
survey,调查,noun/verb,academic,8,50,AWL
surveyed,调查,verb,academic,8,50,AWL
surveying,测量,noun,academic,8,50,AWL
surveys,调查,noun/verb,academic,8,50,AWL
text,文本,noun,academic,8,50,AWL
texts,文本,noun,academic,8,50,AWL
textual,文本的,adjective,academic,8,50,AWL
tradition,传统,noun,academic,8,50,AWL
traditions,传统,noun,academic,8,50,AWL
traditional,传统的,adjective,academic,8,50,AWL
traditionally,传统上,adverb,academic,8,50,AWL
transfer,转移,verb/noun,academic,8,50,AWL
transferred,转移,verb,academic,8,50,AWL
transferring,转移,verb,academic,8,50,AWL
transfers,转移,noun/verb,academic,8,50,AWL
transferable,可转移的,adjective,academic,8,50,AWL
alternative,替代,noun/adjective,academic,9,45,AWL
alternatively,或者,adverb,academic,9,45,AWL
alternatives,替代方案,noun,academic,9,45,AWL
circumstance,环境,noun,academic,9,45,AWL
circumstances,环境,noun,academic,9,45,AWL
comment,评论,noun/verb,academic,9,45,AWL
commented,评论,verb,academic,9,45,AWL
commenting,评论,verb,academic,9,45,AWL
comments,评论,noun/verb,academic,9,45,AWL
commentary,评论,noun,academic,9,45,AWL
commentator,评论员,noun,academic,9,45,AWL
compensate,补偿,verb,academic,9,45,AWL
compensated,补偿,verb,academic,9,45,AWL
compensates,补偿,verb,academic,9,45,AWL
compensation,补偿,noun,academic,9,45,AWL
compensatory,补偿的,adjective,academic,9,45,AWL
component,组件,noun,academic,9,45,AWL
components,组件,noun,academic,9,45,AWL
consent,同意,noun/verb,academic,9,45,AWL
consented,同意,verb,academic,9,45,AWL
consenting,同意,verb,academic,9,45,AWL
considerable,相当大的,adjective,academic,9,45,AWL
considerably,相当,adverb,academic,9,45,AWL
constant,持续的,adjective,academic,9,45,AWL
constants,常数,noun,academic,9,45,AWL
constantly,不断地,adverb,academic,9,45,AWL
constrain,约束,verb,academic,9,45,AWL
constrained,约束,verb,academic,9,45,AWL
constraint,约束,noun,academic,9,45,AWL
constraints,约束,noun,academic,9,45,AWL
contribute,贡献,verb,academic,9,45,AWL
contributed,贡献,verb,academic,9,45,AWL
contributes,贡献,verb,academic,9,45,AWL
contributing,贡献,verb,academic,9,45,AWL
contribution,贡献,noun,academic,9,45,AWL
contributor,贡献者,noun,academic,9,45,AWL
convene,召集,verb,academic,9,45,AWL
convened,召集,verb,academic,9,45,AWL
convention,惯例,noun,academic,9,45,AWL
conventions,大会,noun,academic,9,45,AWL
coordinate,协调,verb/adjective,academic,9,45,AWL
coordinated,协调,verb,academic,9,45,AWL
coordinates,坐标,noun,academic,9,45,AWL
coordination,协调,noun,academic,9,45,AWL
coordinator,协调员,noun,academic,9,45,AWL
core,核心,noun/adjective,academic,9,45,AWL
cores,核心,noun,academic,9,45,AWL
corporate,公司的,adjective,academic,9,45,AWL
corporation,公司,noun,academic,9,45,AWL
corporations,公司,noun,academic,9,45,AWL
correspond,对应,verb,academic,9,45,AWL
corresponded,对应,verb,academic,9,45,AWL
corresponding,相应的,adjective,academic,9,45,AWL
correspondence,通信,noun,academic,9,45,AWL
correspondent,记者,noun,academic,9,45,AWL
criteria,标准,noun,academic,9,45,AWL
criterion,标准,noun,academic,9,45,AWL
deduce,推论,verb,academic,9,45,AWL
deduced,推论,verb,academic,9,45,AWL
deduction,推论,noun,academic,9,45,AWL
demonstrate,证明,verb,academic,9,45,AWL
demonstrated,证明,verb,academic,9,45,AWL
demonstrates,证明,verb,academic,9,45,AWL
demonstration,演示,noun,academic,9,45,AWL
demonstrator,示威者,noun,academic,9,45,AWL
document,文件,noun/verb,academic,9,45,AWL
documented,记录,verb,academic,9,45,AWL
documentation,文件,noun,academic,9,45,AWL
documents,文件,noun,academic,9,45,AWL
dominate,支配,verb,academic,9,45,AWL
dominated,支配,verb,academic,9,45,AWL
dominates,支配,verb,academic,9,45,AWL
domination,支配,noun,academic,9,45,AWL
dominant,占优势的,adjective,academic,9,45,AWL
emphasis,强调,noun,academic,9,45,AWL
emphases,强调,noun,academic,9,45,AWL
emphasise,强调,verb,academic,9,45,AWL
emphasize,强调,verb,academic,9,45,AWL
emphasized,强调,verb,academic,9,45,AWL
ensure,确保,verb,academic,9,45,AWL
ensured,确保,verb,academic,9,45,AWL
ensures,确保,verb,academic,9,45,AWL
ensuring,确保,verb,academic,9,45,AWL
exclude,排除,verb,academic,9,45,AWL
excluded,排除,verb,academic,9,45,AWL
excludes,排除,verb,academic,9,45,AWL
excluding,排除,verb,academic,9,45,AWL
exclusion,排除,noun,academic,9,45,AWL
framework,框架,noun,academic,9,45,AWL
frameworks,框架,noun,academic,9,45,AWL
fund,资金,noun/verb,academic,9,45,AWL
funded,资助,verb,academic,9,45,AWL
funding,资金,noun,academic,9,45,AWL
funds,资金,noun,academic,9,45,AWL
illustrate,说明,verb,academic,9,45,AWL
illustrated,说明,verb,academic,9,45,AWL
illustrates,说明,verb,academic,9,45,AWL
illustration,说明,noun,academic,9,45,AWL
illustrative,说明的,adjective,academic,9,45,AWL
immigrate,移民,verb,academic,9,45,AWL
immigrated,移民,verb,academic,9,45,AWL
immigration,移民,noun,academic,9,45,AWL
immigrant,移民,noun,academic,9,45,AWL
imply,暗示,verb,academic,9,45,AWL
implied,暗示,verb,academic,9,45,AWL
implies,暗示,verb,academic,9,45,AWL
implication,含义,noun,academic,9,45,AWL
initial,最初的,adjective,academic,9,45,AWL
initially,最初,adverb,academic,9,45,AWL
instance,例子,noun,academic,9,45,AWL
instances,例子,noun,academic,9,45,AWL
interact,互动,verb,academic,9,45,AWL
interacted,互动,verb,academic,9,45,AWL
interacting,互动,verb,academic,9,45,AWL
interaction,互动,noun,academic,9,45,AWL
interactive,交互的,adjective,academic,9,45,AWL
justify,证明正当,verb,academic,9,45,AWL
justified,证明正当,verb,academic,9,45,AWL
justifies,证明正当,verb,academic,9,45,AWL
justification,正当理由,noun,academic,9,45,AWL
layer,层,noun,academic,9,45,AWL
layers,层,noun,academic,9,45,AWL
layered,分层的,adjective,academic,9,45,AWL
link,链接,noun/verb,academic,9,45,AWL
linked,连接,verb,academic,9,45,AWL
links,链接,noun,academic,9,45,AWL
linking,连接,verb,academic,9,45,AWL
locate,定位,verb,academic,9,45,AWL
located,位于,verb,academic,9,45,AWL
locating,定位,verb,academic,9,45,AWL
location,位置,noun,academic,9,45,AWL
locations,位置,noun,academic,9,45,AWL
maximise,最大化,verb,academic,9,45,AWL
maximised,最大化,verb,academic,9,45,AWL
maximising,最大化,verb,academic,9,45,AWL
maximum,最大,noun/adjective,academic,9,45,AWL
minority,少数,noun,academic,9,45,AWL
minorities,少数,noun,academic,9,45,AWL
negate,否定,verb,academic,9,45,AWL
negated,否定,verb,academic,9,45,AWL
negates,否定,verb,academic,9,45,AWL
negation,否定,noun,academic,9,45,AWL
negative,否定的,adjective,academic,9,45,AWL
outcome,结果,noun,academic,9,45,AWL
outcomes,结果,noun,academic,9,45,AWL
partner,伙伴,noun,academic,9,45,AWL
partners,伙伴,noun,academic,9,45,AWL
partnership,合伙,noun,academic,9,45,AWL
philosophy,哲学,noun,academic,9,45,AWL
philosophies,哲学,noun,academic,9,45,AWL
philosopher,哲学家,noun,academic,9,45,AWL
