word,translation,pos,category,level,frequency,source
estimating,估计,verb/noun,academic,7,66,AWL
estimated,估计,verb/noun,academic,7,65,AWL
estimation,估计,verb/noun,academic,7,64,AWL
estimations,估计,verb/noun,academic,7,63,AWL
overestimate,估计,verb/noun,academic,7,67,AWL
underestimate,估计,verb/noun,academic,7,66,AWL
evidenced,证据,noun,academic,7,67,AWL
evident,证据,noun,academic,7,66,AWL
evidently,证据,noun,academic,7,65,AWL
exports,出口,verb/noun,academic,7,67,AWL
exported,出口,verb/noun,academic,7,66,AWL
exporting,出口,verb/noun,academic,7,65,AWL
exporter,出口,verb/noun,academic,7,64,AWL
exporters,出口,verb/noun,academic,7,63,AWL
factors,因素,noun,academic,7,67,AWL
factored,因素,noun,academic,7,66,AWL
factoring,因素,noun,academic,7,65,AWL
finances,金融,noun/verb,academic,7,67,AWL
financed,金融,noun/verb,academic,7,66,AWL
financing,金融,noun/verb,academic,7,65,AWL
financial,金融,noun/verb,academic,7,64,AWL
financially,金融,noun/verb,academic,7,63,AWL
formulas,公式,noun,academic,7,67,AWL
formulae,公式,noun,academic,7,66,AWL
formulate,公式,noun,academic,7,65,AWL
formulated,公式,noun,academic,7,64,AWL
formulating,公式,noun,academic,7,63,AWL
formulation,公式,noun,academic,7,67,AWL
formulations,公式,noun,academic,7,66,AWL
functions,功能,noun/verb,academic,7,67,AWL
functioned,功能,noun/verb,academic,7,66,AWL
functioning,功能,noun/verb,academic,7,65,AWL
functional,功能,noun/verb,academic,7,64,AWL
functionally,功能,noun/verb,academic,7,63,AWL
multifunctional,功能,noun/verb,academic,7,67,AWL
identifies,识别,verb,academic,7,67,AWL
identifying,识别,verb,academic,7,66,AWL
identified,识别,verb,academic,7,65,AWL
identifiable,识别,verb,academic,7,64,AWL
identification,识别,verb,academic,7,63,AWL
identity,识别,verb,academic,7,67,AWL
identities,识别,verb,academic,7,66,AWL
incomes,收入,noun,academic,7,67,AWL
indicates,表明,verb,academic,7,67,AWL
indicating,表明,verb,academic,7,66,AWL
indicated,表明,verb,academic,7,65,AWL
indication,表明,verb,academic,7,64,AWL
indications,表明,verb,academic,7,63,AWL
indicator,表明,verb,academic,7,67,AWL
indicators,表明,verb,academic,7,66,AWL
individuals,个人的,adjective/noun,academic,7,67,AWL
individuality,个人的,adjective/noun,academic,7,66,AWL
individualism,个人的,adjective/noun,academic,7,65,AWL
individualize,个人的,adjective/noun,academic,7,64,AWL
individually,个人的,adjective/noun,academic,7,63,AWL
interprets,解释,verb,academic,7,67,AWL
interpreting,解释,verb,academic,7,66,AWL
interpreted,解释,verb,academic,7,65,AWL
interpretation,解释,verb,academic,7,64,AWL
interpretations,解释,verb,academic,7,63,AWL
misinterpret,解释,verb,academic,7,67,AWL
misinterpreted,解释,verb,academic,7,66,AWL
interpreter,解释,verb,academic,7,65,AWL
interpreters,解释,verb,academic,7,64,AWL
involves,涉及,verb,academic,7,67,AWL
involved,涉及,verb,academic,7,66,AWL
involving,涉及,verb,academic,7,65,AWL
involvement,涉及,verb,academic,7,64,AWL
issues,问题,noun/verb,academic,7,67,AWL
issued,问题,noun/verb,academic,7,66,AWL
issuing,问题,noun/verb,academic,7,65,AWL
labours,劳动,noun,academic,7,67,AWL
laboured,劳动,noun,academic,7,66,AWL
labouring,劳动,noun,academic,7,65,AWL
labor,劳动,noun,academic,7,64,AWL
illegal,合法的,adjective,academic,7,67,AWL
legality,合法的,adjective,academic,7,66,AWL
legally,合法的,adjective,academic,7,65,AWL
illegally,合法的,adjective,academic,7,64,AWL
legislate,合法的,adjective,academic,7,63,AWL
legislation,合法的,adjective,academic,7,67,AWL
legislative,合法的,adjective,academic,7,66,AWL
legislator,合法的,adjective,academic,7,65,AWL
legislators,合法的,adjective,academic,7,64,AWL
legislature,合法的,adjective,academic,7,63,AWL
majors,主要的,adjective,academic,7,67,AWL
majority,主要的,adjective,academic,7,66,AWL
majorities,主要的,adjective,academic,7,65,AWL
methods,方法,noun,academic,7,67,AWL
methodology,方法,noun,academic,7,66,AWL
methodological,方法,noun,academic,7,65,AWL
occurs,发生,verb,academic,7,67,AWL
occurred,发生,verb,academic,7,66,AWL
occurring,发生,verb,academic,7,65,AWL
occurrence,发生,verb,academic,7,64,AWL
occurrences,发生,verb,academic,7,63,AWL
reoccur,发生,verb,academic,7,67,AWL
percentage,百分比,noun,academic,7,67,AWL
percentages,百分比,noun,academic,7,66,AWL
periods,时期,noun,academic,7,67,AWL
periodic,时期,noun,academic,7,66,AWL
periodically,时期,noun,academic,7,65,AWL
policies,政策,noun,academic,7,67,AWL
principles,原则,noun,academic,7,67,AWL
proceeds,继续进行,verb,academic,7,67,AWL
proceeded,继续进行,verb,academic,7,66,AWL
proceeding,继续进行,verb,academic,7,65,AWL
proceedings,继续进行,verb,academic,7,64,AWL
procedural,继续进行,verb,academic,7,63,AWL
procedure,继续进行,verb,academic,7,67,AWL
procedures,继续进行,verb,academic,7,66,AWL
processes,过程,noun/verb,academic,7,67,AWL
processed,过程,noun/verb,academic,7,66,AWL
processing,过程,noun/verb,academic,7,65,AWL
requires,需要,verb,academic,7,67,AWL
requiring,需要,verb,academic,7,66,AWL
required,需要,verb,academic,7,65,AWL
requirement,需要,verb,academic,7,64,AWL
requirements,需要,verb,academic,7,63,AWL
responds,回应,verb,academic,7,67,AWL
responded,回应,verb,academic,7,66,AWL
responding,回应,verb,academic,7,65,AWL
responsive,回应,verb,academic,7,64,AWL
responsiveness,回应,verb,academic,7,63,AWL
response,回应,verb,academic,7,67,AWL
responses,回应,verb,academic,7,66,AWL
respondent,回应,verb,academic,7,65,AWL
respondents,回应,verb,academic,7,64,AWL
roles,角色,noun,academic,7,67,AWL
sections,部分,noun,academic,7,67,AWL
sectioned,部分,noun,academic,7,66,AWL
sectioning,部分,noun,academic,7,65,AWL
sectors,部门,noun,academic,7,67,AWL
significance,重要的,adjective,academic,7,67,AWL
significantly,重要的,adjective,academic,7,66,AWL
insignificant,重要的,adjective,academic,7,65,AWL
similarly,相似的,adjective,academic,7,67,AWL
similarity,相似的,adjective,academic,7,66,AWL
similarities,相似的,adjective,academic,7,65,AWL
dissimilar,相似的,adjective,academic,7,64,AWL
sources,来源,noun,academic,7,67,AWL
sourced,来源,noun,academic,7,66,AWL
sourcing,来源,noun,academic,7,65,AWL
specifically,具体的,adjective,academic,7,67,AWL
specification,具体的,adjective,academic,7,66,AWL
specifications,具体的,adjective,academic,7,65,AWL
specificity,具体的,adjective,academic,7,64,AWL
structures,结构,noun/verb,academic,7,67,AWL
structured,结构,noun/verb,academic,7,66,AWL
structuring,结构,noun/verb,academic,7,65,AWL
structural,结构,noun/verb,academic,7,64,AWL
structurally,结构,noun/verb,academic,7,63,AWL
restructure,结构,noun/verb,academic,7,67,AWL
restructured,结构,noun/verb,academic,7,66,AWL
restructuring,结构,noun/verb,academic,7,65,AWL
theories,理论,noun,academic,7,67,AWL
theorist,理论,noun,academic,7,66,AWL
theorists,理论,noun,academic,7,65,AWL
theoretical,理论,noun,academic,7,64,AWL
theoretically,理论,noun,academic,7,63,AWL
varies,变化,verb,academic,7,67,AWL
varied,变化,verb,academic,7,66,AWL
varying,变化,verb,academic,7,65,AWL
variable,变化,verb,academic,7,64,AWL
variables,变化,verb,academic,7,63,AWL
variance,变化,verb,academic,7,67,AWL
variant,变化,verb,academic,7,66,AWL
variants,变化,verb,academic,7,65,AWL
variation,变化,verb,academic,7,64,AWL
variations,变化,verb,academic,7,63,AWL
variety,变化,verb,academic,7,67,AWL
varieties,变化,verb,academic,7,66,AWL
various,变化,verb,academic,7,65,AWL
invariable,变化,verb,academic,7,64,AWL
invariably,变化,verb,academic,7,63,AWL
